Soil No;%;%;%;;;%;mm;;`%;g/cm3;g/cm3;cm/hr;cm3/cm3;cm3/cm3;cm3/cm3;cm3/cm3;cm3/cm3;%;mm;mm;dS/m;;%;%;Cmole/kg;;mm;;%;;;;mm/h;%;;Yes/no;Yes/no;
Code;Clay;Silt;Sand;Texture Class;TextureCode;Gravel;dg;Sg;OC;Db;Dp;Ksat;WC_s;WC_i;FC;PWP;WC_r;WAS;MWD;GMD;EC;pH;Gypsum;CCE;CEC;SAR;DiscRedius;Instrument;Vegetation cover;Landuse (reported by data owners);Landuse (classifed);Landuse_Code;Rainfal intensity;Slope;Treatment;Crust;Sand contact layer;
122;19,349;28,288;52,364;SANDY LOAM;3;;0,095;15,325;0,878;1,328;2,488;8,340;0,514;0,121;;;;51,327;;;1,100;;;;;;;4;;Pasture;Pasture;3;;;;;;
123;20,197;26,932;52,871;SANDY CLAY LOAM;4;;0,094;15,840;0,975;1,476;2,500;1,268;0,486;0,134;;;;51,282;;;1,100;;;;;;;4;;Pasture;Pasture;3;;;;;;
124;19,870;25,804;54,325;SANDY LOAM;3;;0,100;15,820;1,658;1,277;2,304;11,349;0,496;0,127;;;;93,194;;;1,000;;;;;;;4;;Pasture;Pasture;3;;;;;;
125;23,037;24,447;52,516;SANDY CLAY LOAM;4;;0,085;17,357;1,755;1,417;2,315;1,319;0,490;0,139;;;;93,651;;;0,700;;;;;;;4;;Pasture;Pasture;3;;;;;;
126;20,464;27,112;52,424;SANDY CLAY LOAM;4;;0,092;15,932;1,853;1,406;2,326;1,476;0,443;0,138;;;;92,632;;;0,300;;;;;;;4;;Pasture;Pasture;3;;;;;;
127;11,746;21,835;66,419;SANDY LOAM;3;;0,204;11,534;0,585;1,326;2,538;11,401;0,536;0,121;;;;44,578;;;0,400;;;;;;;4;;Pasture;Pasture;3;;;;;;
128;9,137;24,072;66,792;SANDY LOAM;3;;0,225;10,076;0,683;1,310;2,551;11,551;0,557;0,120;;;;43,158;;;0,300;;;;;;;4;;Pasture;Pasture;3;;;;;;
129;9,882;23,600;66,518;SANDY LOAM;3;;0,217;10,493;0,585;1,401;2,538;9,578;0,499;0,124;;;;45,251;;;1,000;;;;;;;4;;Pasture;Pasture;3;;;;;;
130;9,977;15,872;74,151;SANDY LOAM;3;;0,286;10,023;0,683;1,340;2,513;6,378;0,502;0,131;;;;66,667;;;0,700;;;;;;;4;;Pasture;Pasture;3;;;;;;
131;12,650;13,601;73,749;SANDY LOAM;3;;0,259;11,631;0,780;1,328;2,525;6,683;0,521;0,132;;;;68,421;;;1,000;;;;;;;4;;Pasture;Pasture;3;;;;;;
132;11,806;14,078;74,117;SANDY LOAM;3;;0,270;11,093;0,683;1,311;2,513;6,829;0,485;0,132;;;;65,942;;;0,700;;;;;;;4;;Pasture;Pasture;3;;;;;;
133;10,670;28,755;60,575;SANDY LOAM;3;;0,170;11,077;1,853;1,348;2,212;11,272;0,538;0,131;;;;81,006;;;0,300;;;;;;;4;;Pasture;Pasture;3;;;;;;
134;13,299;26,550;60,151;SANDY LOAM;3;;0,154;12,490;1,950;1,348;2,212;11,824;0,572;0,129;;;;82,123;;;0,800;;;;;;;4;;Pasture;Pasture;3;;;;;;
135;12,569;26,957;60,474;SANDY LOAM;3;;0,159;12,094;2,048;1,297;2,232;12,063;0,552;0,126;;;;83,425;;;0,400;;;;;;;4;;Pasture;Pasture;3;;;;;;
136;31,000;47,000;22,000;CLAY LOAM;9;;0,021;12,110;0,020;1,146;;;;;;;;72,158;0,846;;0,700;;;0,300;;0,900;;1;;;; ;;;;;;
137;31,000;47,000;22,000;CLAY LOAM;9;;0,021;12,110;0,020;1,146;;;;;;;;72,158;0,846;;0,700;;;0,300;;0,900;;1;;;; ;;;;;;
138;31,000;47,000;22,000;CLAY LOAM;9;;0,021;12,110;0,020;1,146;;;;;;;;72,158;0,846;;0,700;;;0,300;;0,900;;1;;;; ;;;;;;
139;40,000;35,000;25,000;CLAY;12;;0,018;15,390;0,027;1,200;;;;;;;;89,390;1,426;;0,500;;;0,050;;0,700;;1;;;; ;;;;;;
140;40,000;35,000;25,000;CLAY;12;;0,018;15,390;0,027;1,200;;;;;;;;89,390;1,426;;0,500;;;0,050;;0,700;;1;;;; ;;;;;;
141;40,000;35,000;25,000;CLAY;12;;0,018;15,390;0,027;1,200;;;;;;;;89,390;1,426;;0,500;;;0,050;;0,700;;1;;;; ;;;;;;
142;35,000;41,000;24,000;CLAY LOAM;9;;0,020;13,800;0,970;1,220;;;;;;;;72,366;1,112;;0,500;;;0,088;;0,600;;1;;;; ;;;;;;
143;35,000;41,000;24,000;CLAY LOAM;9;;0,020;13,800;0,970;1,220;;;;;;;;72,366;1,112;;0,500;;;0,088;;0,600;;1;;;; ;;;;;;
144;35,000;41,000;24,000;CLAY LOAM;9;;0,020;13,800;0,970;1,220;;;;;;;;72,366;1,112;;0,500;;;0,088;;0,600;;1;;;; ;;;;;;
145;24,000;59,700;16,300;SILTY LOAM;7;;0,022;8,770;1,800;1,136;;;;;;;;74,184;0,968;;0,600;;;5,750;;0,600;;1;;;; ;;;;;;
146;24,000;59,700;16,300;SILTY LOAM;7;;0,022;8,770;1,800;1,136;;;;;;;;74,184;0,968;;0,600;;;5,750;;0,600;;1;;;; ;;;;;;
147;24,000;59,700;16,300;SILTY LOAM;7;;0,022;8,770;1,800;1,136;;;;;;;;74,184;0,968;;0,600;;;5,750;;0,600;;1;;;; ;;;;;;
148;4,700;40,600;54,700;SANDY LOAM;3;;0,166;8,218;2,100;1,390;;;;;;;;88,635;1,584;;0,500;;;1,750;;0,700;;1;;;; ;;;;;;
149;4,700;40,600;54,700;SANDY LOAM;3;;0,166;8,218;2,100;1,390;;;;;;;;88,635;1,584;;0,500;;;1,750;;0,700;;1;;;; ;;;;;;
150;4,700;40,600;54,700;SANDY LOAM;3;;0,166;8,218;2,100;1,390;;;;;;;;88,635;1,584;;0,500;;;1,750;;0,700;;1;;;; ;;;;;;
151;14,000;49,000;37,000;LOAM;6;;0,064;10,807;2,730;1,100;;;;;;;;92,782;2,253;;1,500;;;18,750;;1,230;;1;;;; ;;;;;;
152;14,000;49,000;37,000;LOAM;6;;0,064;10,807;2,730;1,100;;;;;;;;92,782;2,253;;1,500;;;18,750;;1,230;;1;;;; ;;;;;;
153;14,000;49,000;37,000;LOAM;6;;0,064;10,807;2,730;1,100;;;;;;;;92,782;2,253;;1,500;;;18,750;;1,230;;1;;;; ;;;;;;
154;27,000;50,000;23,000;CLAY LOAM;9;;0,025;11,512;1,560;1,270;;;;;;;;81,926;0,837;;0,700;;;13,750;;0,900;;1;;;; ;;;;;;
155;27,000;50,000;23,000;CLAY LOAM;9;;0,025;11,512;1,560;1,270;;;;;;;;81,926;0,837;;0,700;;;13,750;;0,900;;1;;;; ;;;;;;
156;27,000;50,000;23,000;CLAY LOAM;9;;0,025;11,512;1,560;1,270;;;;;;;;81,926;0,837;;0,700;;;13,750;;0,900;;1;;;; ;;;;;;
157;2,000;16,000;82,000;LOAMY SAND;2;;0,496;5,005;0,680;1,440;;;;;;;;19,275;0,350;;0,500;;;1,250;;0,600;;1;;;; ;;;;;;
158;2,000;16,000;82,000;LOAMY SAND;2;;0,496;5,005;0,680;1,440;;;;;;;;19,275;0,350;;0,500;;;1,250;;0,600;;1;;;; ;;;;;;
159;2,000;16,000;82,000;LOAMY SAND;2;;0,496;5,005;0,680;1,440;;;;;;;;19,275;0,350;;0,500;;;1,250;;0,600;;1;;;; ;;;;;;
160;26,000;55,000;19,000;SILTY LOAM;7;;0,022;10,002;3,900;1,100;;;;;;;;96,186;2,746;;1,000;;;1,250;;0,900;;1;;;; ;;;;;;
161;26,000;55,000;19,000;SILTY LOAM;7;;0,022;10,002;3,900;1,100;;;;;;;;96,186;2,746;;1,000;;;1,250;;0,900;;1;;;; ;;;;;;
162;26,000;55,000;19,000;SILTY LOAM;7;;0,022;10,002;3,900;1,100;;;;;;;;96,186;2,746;;1,000;;;1,250;;0,900;;1;;;; ;;;;;;
163;22,000;45,000;33,000;LOAM;6;;0,043;12,914;1,460;1,200;;;;;;;;84,885;1,729;;0,600;;;7,500;;0,700;;1;;;; ;;;;;;
164;22,000;45,000;33,000;LOAM;6;;0,043;12,914;1,460;1,200;;;;;;;;84,885;1,729;;0,600;;;7,500;;0,700;;1;;;; ;;;;;;
165;22,000;45,000;33,000;LOAM;6;;0,043;12,914;1,460;1,200;;;;;;;;84,885;1,729;;0,600;;;7,500;;0,700;;1;;;; ;;;;;;
166;38,000;50,000;12,000;SILTY CLAY LOAM;10;;0,012;9,395;0,350;1,260;;;;;;;;50,500;1,223;;1,630;;;18,000;;1,590;;1;;;; ;;;;;;
167;38,000;50,000;12,000;SILTY CLAY LOAM;10;;0,012;9,395;0,350;1,260;;;;;;;;50,500;1,223;;1,630;;;18,000;;1,590;;1;;;; ;;;;;;
168;38,000;50,000;12,000;SILTY CLAY LOAM;10;;0,012;9,395;0,350;1,260;;;;;;;;50,500;1,223;;1,630;;;18,000;;1,590;;1;;;; ;;;;;;
169;34,000;46,000;20,000;SILTY CLAY LOAM;10;;0,018;11,989;0,620;1,260;;;;;;;;73,740;1,258;;1,190;;;17,000;;1,810;;1;;;; ;;;;;;
170;34,000;46,000;20,000;SILTY CLAY LOAM;10;;0,018;11,989;0,620;1,260;;;;;;;;73,740;1,258;;1,190;;;17,000;;1,810;;1;;;; ;;;;;;
171;34,000;46,000;20,000;SILTY CLAY LOAM;10;;0,018;11,989;0,620;1,260;;;;;;;;73,740;1,258;;1,190;;;17,000;;1,810;;1;;;; ;;;;;;
172;26,000;44,000;30,000;LOAM;6;;0,034;13,425;0,680;1,330;;;;;;;;41,210;1,475;;1,560;;;21,250;;1,280;;1;;;; ;;;;;;
173;26,000;44,000;30,000;LOAM;6;;0,034;13,425;0,680;1,330;;;;;;;;41,210;1,475;;1,560;;;21,250;;1,280;;1;;;; ;;;;;;
174;26,000;44,000;30,000;LOAM;6;;0,034;13,425;0,680;1,330;;;;;;;;41,210;1,475;;1,560;;;21,250;;1,280;;1;;;; ;;;;;;
175;18,000;48,000;34,000;LOAM;6;;0,050;11,729;0,560;1,390;;;;;;;;43,390;1,996;;0,960;;;3,250;;0,950;;1;;;; ;;;;;;
176;18,000;48,000;34,000;LOAM;6;;0,050;11,729;0,560;1,390;;;;;;;;43,390;1,996;;0,960;;;3,250;;0,950;;1;;;; ;;;;;;
177;18,000;48,000;34,000;LOAM;6;;0,050;11,729;0,560;1,390;;;;;;;;43,390;1,996;;0,960;;;3,250;;0,950;;1;;;; ;;;;;;
178;30,000;40,000;30,000;CLAY LOAM;9;;0,029;14,686;0,860;1,400;;;;;;;;78,810;1,238;;0,650;;;21,750;;0,960;;1;;;; ;;;;;;
179;30,000;40,000;30,000;CLAY LOAM;9;;0,029;14,686;0,860;1,400;;;;;;;;78,810;1,238;;0,650;;;21,750;;0,960;;1;;;; ;;;;;;
180;30,000;40,000;30,000;CLAY LOAM;9;;0,029;14,686;0,860;1,400;;;;;;;;78,810;1,238;;0,650;;;21,750;;0,960;;1;;;; ;;;;;;
181;34,000;50,000;16,000;SILTY CLAY LOAM;10;;0,015;10,433;0,600;1,090;;;;;;;;33,480;1,787;;0,960;;;14,500;;0,840;;1;;;; ;;;;;;
182;34,000;50,000;16,000;SILTY CLAY LOAM;10;;0,015;10,433;0,600;1,090;;;;;;;;33,480;1,787;;0,960;;;14,500;;0,840;;1;;;; ;;;;;;
183;34,000;50,000;16,000;SILTY CLAY LOAM;10;;0,015;10,433;0,600;1,090;;;;;;;;33,480;1,787;;0,960;;;14,500;;0,840;;1;;;; ;;;;;;
184;28,000;28,000;44,000;CLAY LOAM;9;;0,053;18,194;0,820;1,290;;;;;;;;73,170;1,662;;0,580;;;1,250;;0,580;;1;;;; ;;;;;;
185;28,000;28,000;44,000;CLAY LOAM;9;;0,053;18,194;0,820;1,290;;;;;;;;73,170;1,662;;0,580;;;1,250;;0,580;;1;;;; ;;;;;;
186;28,000;28,000;44,000;CLAY LOAM;9;;0,053;18,194;0,820;1,290;;;;;;;;73,170;1,662;;0,580;;;1,250;;0,580;;1;;;; ;;;;;;
187;30,000;32,000;38,000;CLAY LOAM;9;;0,040;17,339;0,980;1,300;;;;;;;;71,120;1,807;;0,680;;;1,000;;0,470;;1;;;; ;;;;;;
188;30,000;32,000;38,000;CLAY LOAM;9;;0,040;17,339;0,980;1,300;;;;;;;;71,120;1,807;;0,680;;;1,000;;0,470;;1;;;; ;;;;;;
189;30,000;32,000;38,000;CLAY LOAM;9;;0,040;17,339;0,980;1,300;;;;;;;;71,120;1,807;;0,680;;;1,000;;0,470;;1;;;; ;;;;;;
190;30,000;60,000;10,000;SILTY CLAY LOAM;10;;0,014;7,692;0,800;1,260;;;;;;;;62,090;0,896;;0,550;;;16,750;;0,520;;1;;;; ;;;;;;
191;30,000;60,000;10,000;SILTY CLAY LOAM;10;;0,014;7,692;0,800;1,260;;;;;;;;62,090;0,896;;0,550;;;16,750;;0,520;;1;;;; ;;;;;;
192;30,000;60,000;10,000;SILTY CLAY LOAM;10;;0,014;7,692;0,800;1,260;;;;;;;;62,090;0,896;;0,550;;;16,750;;0,520;;1;;;; ;;;;;;
193;26,000;46,000;28,000;LOAM;6;;0,031;12,819;0,740;1,240;;;;;;;;50,750;1,673;;1,120;;;17,250;;1,240;;1;;;; ;;;;;;
194;26,000;46,000;28,000;LOAM;6;;0,031;12,819;0,740;1,240;;;;;;;;50,750;1,673;;1,120;;;17,250;;1,240;;1;;;; ;;;;;;
195;26,000;46,000;28,000;LOAM;6;;0,031;12,819;0,740;1,240;;;;;;;;50,750;1,673;;1,120;;;17,250;;1,240;;1;;;; ;;;;;;
196;28,000;44,000;28,000;CLAY LOAM;9;;0,029;13,409;0,940;1,280;;;;;;;;54,640;1,338;;0,750;;;20,230;;1,100;;1;;;; ;;;;;;
197;28,000;44,000;28,000;CLAY LOAM;9;;0,029;13,409;0,940;1,280;;;;;;;;54,640;1,338;;0,750;;;20,230;;1,100;;1;;;; ;;;;;;
198;28,000;44,000;28,000;CLAY LOAM;9;;0,029;13,409;0,940;1,280;;;;;;;;54,640;1,338;;0,750;;;20,230;;1,100;;1;;;; ;;;;;;
199;36,000;42,000;22,000;CLAY LOAM;9;;0,018;13,203;1,090;1,320;;;;;;;;81,540;1,948;;0,900;;;20,500;;1,110;;1;;;; ;;;;;;
200;36,000;42,000;22,000;CLAY LOAM;9;;0,018;13,203;1,090;1,320;;;;;;;;81,540;1,948;;0,900;;;20,500;;1,110;;1;;;; ;;;;;;
201;36,000;42,000;22,000;CLAY LOAM;9;;0,018;13,203;1,090;1,320;;;;;;;;81,540;1,948;;0,900;;;20,500;;1,110;;1;;;; ;;;;;;
202;28,000;36,000;36,000;CLAY LOAM;9;;0,039;15,933;0,580;1,380;;;;;;;;42,200;1,557;;0,690;;;25,500;;0,750;;1;;;; ;;;;;;
203;28,000;36,000;36,000;CLAY LOAM;9;;0,039;15,933;0,580;1,380;;;;;;;;42,200;1,557;;0,690;;;25,500;;0,750;;1;;;; ;;;;;;
204;28,000;36,000;36,000;CLAY LOAM;9;;0,039;15,933;0,580;1,380;;;;;;;;42,200;1,557;;0,690;;;25,500;;0,750;;1;;;; ;;;;;;
205;4,000;70,000;26,000;SILTY LOAM;7;;0,059;6,074;0,620;1,390;;;;;;;;33,330;1,468;;4,120;;;19,250;;1,990;;1;;;; ;;;;;;
206;4,000;70,000;26,000;SILTY LOAM;7;;0,059;6,074;0,620;1,390;;;;;;;;33,330;1,468;;4,120;;;19,250;;1,990;;1;;;; ;;;;;;
207;4,000;70,000;26,000;SILTY LOAM;7;;0,059;6,074;0,620;1,390;;;;;;;;33,330;1,468;;4,120;;;19,250;;1,990;;1;;;; ;;;;;;
208;28,000;50,000;22,000;CLAY LOAM;9;;0,023;11,421;0,680;1,290;;;;;;;;59,680;1,627;;0,750;;;17,250;;0,780;;1;;;; ;;;;;;
209;28,000;50,000;22,000;CLAY LOAM;9;;0,023;11,421;0,680;1,290;;;;;;;;59,680;1,627;;0,750;;;17,250;;0,780;;1;;;; ;;;;;;
210;28,000;50,000;22,000;CLAY LOAM;9;;0,023;11,421;0,680;1,290;;;;;;;;59,680;1,627;;0,750;;;17,250;;0,780;;1;;;; ;;;;;;
211;48,000;36,000;16,000;CLAY;12;;0,010;12,312;0,740;1,200;;;;;;;;88,630;2,258;;0,920;;;1,750;;0,300;;1;;;; ;;;;;;
212;48,000;36,000;16,000;CLAY;12;;0,010;12,312;0,740;1,200;;;;;;;;88,630;2,258;;0,920;;;1,750;;0,300;;1;;;; ;;;;;;
213;48,000;36,000;16,000;CLAY;12;;0,010;12,312;0,740;1,200;;;;;;;;88,630;2,258;;0,920;;;1,750;;0,300;;1;;;; ;;;;;;
214;40,000;40,000;20,000;SILTY CLAY;11;;0,015;13,112;1,050;1,280;;;;;;;;76,780;1,210;;1,820;;;5,750;;0,600;;1;;;; ;;;;;;
215;40,000;40,000;20,000;SILTY CLAY;11;;0,015;13,112;1,050;1,280;;;;;;;;76,780;1,210;;1,820;;;5,750;;0,600;;1;;;; ;;;;;;
216;40,000;40,000;20,000;SILTY CLAY;11;;0,015;13,112;1,050;1,280;;;;;;;;76,780;1,210;;1,820;;;5,750;;0,600;;1;;;; ;;;;;;
217;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;1;;;; ;;;;;;
218;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;1;;;; ;;;;;;
219;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;1;;;; ;;;;;;
220;14,000;38,000;48,000;LOAM;6;;0,096;12,199;1,010;1,370;;;;;;;;82,770;2,017;;1,750;;;12,750;;0,200;;1;;;; ;;;;;;
221;14,000;38,000;48,000;LOAM;6;;0,096;12,199;1,010;1,370;;;;;;;;82,770;2,017;;1,750;;;12,750;;0,200;;1;;;; ;;;;;;
222;14,000;38,000;48,000;LOAM;6;;0,096;12,199;1,010;1,370;;;;;;;;82,770;2,017;;1,750;;;12,750;;0,200;;1;;;; ;;;;;;
223;32,000;34,000;34,000;CLAY LOAM;9;;0,032;16,753;0,990;1,290;;;;;;;;79,900;0,957;;1,020;;;3,500;;0,500;;1;;;; ;;;;;;
224;32,000;34,000;34,000;CLAY LOAM;9;;0,032;16,753;0,990;1,290;;;;;;;;79,900;0,957;;1,020;;;3,500;;0,500;;1;;;; ;;;;;;
225;32,000;34,000;34,000;CLAY LOAM;9;;0,032;16,753;0,990;1,290;;;;;;;;79,900;0,957;;1,020;;;3,500;;0,500;;1;;;; ;;;;;;
226;28,000;48,000;24,000;CLAY LOAM;9;;0,025;12,089;0,820;1,190;;;;;;;;43,410;0,836;;1,240;;;13,000;;0,600;;1;;;; ;;;;;;
227;28,000;48,000;24,000;CLAY LOAM;9;;0,025;12,089;0,820;1,190;;;;;;;;43,410;0,836;;1,240;;;13,000;;0,600;;1;;;; ;;;;;;
228;28,000;48,000;24,000;CLAY LOAM;9;;0,025;12,089;0,820;1,190;;;;;;;;43,410;0,836;;1,240;;;13,000;;0,600;;1;;;; ;;;;;;
229;34,000;26,000;40,000;CLAY LOAM;9;;0,037;19,681;1,070;1,410;;;;;;;;90,470;1,532;;1,480;;;3,750;;0,200;;1;;;; ;;;;;;
230;34,000;26,000;40,000;CLAY LOAM;9;;0,037;19,681;1,070;1,410;;;;;;;;90,470;1,532;;1,480;;;3,750;;0,200;;1;;;; ;;;;;;
231;34,000;26,000;40,000;CLAY LOAM;9;;0,037;19,681;1,070;1,410;;;;;;;;90,470;1,532;;1,480;;;3,750;;0,200;;1;;;; ;;;;;;
232;40,000;38,000;22,000;CLAY;12;;0,016;14,018;1,170;1,180;;;;;;;;73,180;0,687;;1,180;;;4,500;;0,500;;1;;;; ;;;;;;
233;40,000;38,000;22,000;CLAY;12;;0,016;14,018;1,170;1,180;;;;;;;;73,180;0,687;;1,180;;;4,500;;0,500;;1;;;; ;;;;;;
234;40,000;38,000;22,000;CLAY;12;;0,016;14,018;1,170;1,180;;;;;;;;73,180;0,687;;1,180;;;4,500;;0,500;;1;;;; ;;;;;;
235;40,000;27,000;33,000;CLAY;12;;0,024;19,076;1,110;1,300;;;;;;;;71,270;1,390;;1,210;;;3,500;;0,300;;1;;;; ;;;;;;
236;40,000;27,000;33,000;CLAY;12;;0,024;19,076;1,110;1,300;;;;;;;;71,270;1,390;;1,210;;;3,500;;0,300;;1;;;; ;;;;;;
237;40,000;27,000;33,000;CLAY;12;;0,024;19,076;1,110;1,300;;;;;;;;71,270;1,390;;1,210;;;3,500;;0,300;;1;;;; ;;;;;;
238;36,600;35,400;28,000;CLAY LOAM;9;;0,022;15,860;0,710;1,600;;;;;;;;41,040;0,614;;1,600;;;11,540;;2,620;;1;;;; ;;;;;;
239;36,600;35,400;28,000;CLAY LOAM;9;;0,022;15,860;0,710;1,600;;;;;;;;41,040;0,614;;1,600;;;11,540;;2,620;;1;;;; ;;;;;;
240;36,600;35,400;28,000;CLAY LOAM;9;;0,022;15,860;0,710;1,600;;;;;;;;41,040;0,614;;1,600;;;11,540;;2,620;;1;;;; ;;;;;;
241;14,600;40,400;45,000;LOAM;6;;0,084;12,153;1,110;1,400;;;;;;;;63,140;0,747;;0,750;;;10,580;;0,700;;1;;;; ;;;;;;
242;14,600;40,400;45,000;LOAM;6;;0,084;12,153;1,110;1,400;;;;;;;;63,140;0,747;;0,750;;;10,580;;0,700;;1;;;; ;;;;;;
243;14,600;40,400;45,000;LOAM;6;;0,084;12,153;1,110;1,400;;;;;;;;63,140;0,747;;0,750;;;10,580;;0,700;;1;;;; ;;;;;;
244;15,600;34,400;50,000;LOAM;6;;0,098;13,156;0,500;1,800;;;;;;;;22,000;0,458;;1,060;;;7,690;;0,900;;1;;;; ;;;;;;
245;15,600;34,400;50,000;LOAM;6;;0,098;13,156;0,500;1,800;;;;;;;;22,000;0,458;;1,060;;;7,690;;0,900;;1;;;; ;;;;;;
246;15,600;34,400;50,000;LOAM;6;;0,098;13,156;0,500;1,800;;;;;;;;22,000;0,458;;1,060;;;7,690;;0,900;;1;;;; ;;;;;;
247;35,000;35,000;30,000;CLAY LOAM;9;;0,025;16,223;0,590;1,500;;;;;;;;30,340;1,121;;0,610;;;10,580;;1,100;;1;;;; ;;;;;;
248;35,000;35,000;30,000;CLAY LOAM;9;;0,025;16,223;0,590;1,500;;;;;;;;30,340;1,121;;0,610;;;10,580;;1,100;;1;;;; ;;;;;;
249;35,000;35,000;30,000;CLAY LOAM;9;;0,025;16,223;0,590;1,500;;;;;;;;30,340;1,121;;0,610;;;10,580;;1,100;;1;;;; ;;;;;;
250;20,000;40,000;40,000;LOAM;6;;0,059;13,709;0,400;1,700;;;;;;;;20,000;0,410;;0,510;;;15,380;;1,010;;1;;;; ;;;;;;
251;20,000;40,000;40,000;LOAM;6;;0,059;13,709;0,400;1,700;;;;;;;;20,000;0,410;;0,510;;;15,380;;1,010;;1;;;; ;;;;;;
252;20,000;40,000;40,000;LOAM;6;;0,059;13,709;0,400;1,700;;;;;;;;20,000;0,410;;0,510;;;15,380;;1,010;;1;;;; ;;;;;;
253;17,200;54,400;28,400;SILTY LOAM;7;;0,042;10,273;0,640;1,400;;;;;;;;75,550;1,503;;0,600;;;8,100;;2,500;;1;;;; ;;;;;;
254;17,200;54,400;28,400;SILTY LOAM;7;;0,042;10,273;0,640;1,400;;;;;;;;75,550;1,503;;0,600;;;8,100;;2,500;;1;;;; ;;;;;;
255;17,200;54,400;28,400;SILTY LOAM;7;;0,042;10,273;0,640;1,400;;;;;;;;75,550;1,503;;0,600;;;8,100;;2,500;;1;;;; ;;;;;;
256;9,200;36,400;54,400;SANDY LOAM;3;;0,142;10,289;0,430;1,600;;;;;;;;31,090;0,623;;0,630;;;8,170;;1,400;;1;;;; ;;;;;;
257;9,200;36,400;54,400;SANDY LOAM;3;;0,142;10,289;0,430;1,600;;;;;;;;31,090;0,623;;0,630;;;8,170;;1,400;;1;;;; ;;;;;;
258;9,200;36,400;54,400;SANDY LOAM;3;;0,142;10,289;0,430;1,600;;;;;;;;31,090;0,623;;0,630;;;8,170;;1,400;;1;;;; ;;;;;;
259;44,600;44,000;11,600;SILTY CLAY;11;;0,009;9,789;0,420;1,540;;;;;;;;4,990;0,100;;75,000;;;18,700;;89,000;;1;;;; ;;;;;;
260;44,600;44,000;11,600;SILTY CLAY;11;;0,009;9,789;0,420;1,540;;;;;;;;4,990;0,100;;75,000;;;18,700;;89,000;;1;;;; ;;;;;;
261;44,600;44,000;11,600;SILTY CLAY;11;;0,009;9,789;0,420;1,540;;;;;;;;4,990;0,100;;75,000;;;18,700;;89,000;;1;;;; ;;;;;;
262;9,400;46,600;44,000;LOAM;6;;0,096;9,825;0,450;1,440;;;;;;;;8,150;0,100;;100,000;;;11,100;;80,000;;1;;;; ;;;;;;
263;9,400;46,600;44,000;LOAM;6;;0,096;9,825;0,450;1,440;;;;;;;;8,150;0,100;;100,000;;;11,100;;80,000;;1;;;; ;;;;;;
264;9,400;46,600;44,000;LOAM;6;;0,096;9,825;0,450;1,440;;;;;;;;8,150;0,100;;100,000;;;11,100;;80,000;;1;;;; ;;;;;;
265;27,700;50,000;22,300;CLAY LOAM;9;;0,024;11,451;1,070;1,360;;;;;;;;71,810;0,997;;3,000;;;15,650;;4,050;;1;;;; ;;;;;;
266;27,700;50,000;22,300;CLAY LOAM;9;;0,024;11,451;1,070;1,360;;;;;;;;71,810;0,997;;3,000;;;15,650;;4,050;;1;;;; ;;;;;;
267;27,700;50,000;22,300;CLAY LOAM;9;;0,024;11,451;1,070;1,360;;;;;;;;71,810;0,997;;3,000;;;15,650;;4,050;;1;;;; ;;;;;;
268;40,400;51,300;8,300;SILTY CLAY;11;;0,009;8,120;0,750;1,440;;;;;;;;14,430;0,436;;16,400;;;15,800;;29,800;;1;;;; ;;;;;;
269;40,400;51,300;8,300;SILTY CLAY;11;;0,009;8,120;0,750;1,440;;;;;;;;14,430;0,436;;16,400;;;15,800;;29,800;;1;;;; ;;;;;;
270;40,400;51,300;8,300;SILTY CLAY;11;;0,009;8,120;0,750;1,440;;;;;;;;14,430;0,436;;16,400;;;15,800;;29,800;;1;;;; ;;;;;;
271;36,000;40,000;24,000;CLAY LOAM;9;;0,019;14,033;0,470;1,570;;;;;;;;60,207;0,378;;0,480;;;11,250;;0,400;;1;;;; ;;;;;;
272;36,000;40,000;24,000;CLAY LOAM;9;;0,019;14,033;0,470;1,570;;;;;;;;60,207;0,378;;0,480;;;11,250;;0,400;;1;;;; ;;;;;;
273;36,000;40,000;24,000;CLAY LOAM;9;;0,019;14,033;0,470;1,570;;;;;;;;60,207;0,378;;0,480;;;11,250;;0,400;;1;;;; ;;;;;;
274;16,000;52,000;32,000;SILTY LOAM;7;;0,050;10,638;0,760;1,650;;;;;;;;50,069;1,354;;0,550;;;30,500;;0,600;;1;;;; ;;;;;;
275;16,000;52,000;32,000;SILTY LOAM;7;;0,050;10,638;0,760;1,650;;;;;;;;50,069;1,354;;0,550;;;30,500;;0,600;;1;;;; ;;;;;;
276;16,000;52,000;32,000;SILTY LOAM;7;;0,050;10,638;0,760;1,650;;;;;;;;50,069;1,354;;0,550;;;30,500;;0,600;;1;;;; ;;;;;;
277;38,000;40,000;22,000;CLAY LOAM;9;;0,017;13,618;1,050;1,600;;;;;;;;81,719;0,954;;0,580;;;15,750;;0,600;;1;;;; ;;;;;;
278;38,000;40,000;22,000;CLAY LOAM;9;;0,017;13,618;1,050;1,600;;;;;;;;81,719;0,954;;0,580;;;15,750;;0,600;;1;;;; ;;;;;;
279;38,000;40,000;22,000;CLAY LOAM;9;;0,017;13,618;1,050;1,600;;;;;;;;81,719;0,954;;0,580;;;15,750;;0,600;;1;;;; ;;;;;;
